,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
PSC,,,,,,,,,,,,,,,,,,
OHAA,,,,,,,,,,,,,,,,,,
CFB,,,,,,,,,,,,,,,,,,
ETSY,,,,,,,,,,,,,,,,,,
MMSI,,,,,,,,,,,,,,,,,,
ROC,,,,,,,,,,,,,,,,,,
HARP,,,,,,,,,,,,,,,,,,
CNSP,,,,,,,,,,,,,,,,,,
BNSO,,,,,,,,,,,,,,,,,,
FRBNU,,,,,,,,,,,,,,,,,,
PRGS,,,,,,,,,,,,,,,,,,
XCUR,,,,,,,,,,,,,,,,,,
LIFE,,,,,,,,,,,,,,,,,,
AKBA,,,,,,,,,,,,,,,,,,
ERYP,,,,,,,,,,,,,,,,,,
ROSEU,,,,,,,,,,,,,,,,,,
ZXYZ.A,,,,,,,,,,,,,,,,,,
THCP,,,,,,,,,,,,,,,,,,
PRPO,,,,,,,,,,,,,,,,,,
ASTR,,,,,,,,,,,,,,,,,,
IINN,,,,,,,,,,,,,,,,,,
ABCB,,,,,,,,,,,,,,,,,,
SWAV,,,,,,,,,,,,,,,,,,
APRE,,,,,,,,,,,,,,,,,,
OBIL,,,,,,,,,,,,,,,,,,
BLNK,,,,,,,,,,,,,,,,,,
TMKR,,,,,,,,,,,,,,,,,,
BLCN,,,,,,,,,,,,,,,,,,
MRND,,,,,,,,,,,,,,,,,,
CNFRL,,,,,,,,,,,,,,,,,,
NFE,,,,,,,,,,,,,,,,,,
RCRT,,,,,,,,,,,,,,,,,,
CONL,,,,,,,,,,,,,,,,,,
TURN,,,,,,,,,,,,,,,,,,
RAPT,,,,,,,,,,,,,,,,,,
FPXE,,,,,,,,,,,,,,,,,,
ONBPO,,,,,,,,,,,,,,,,,,
WWD,,,,,,,,,,,,,,,,,,
BSMN,,,,,,,,,,,,,,,,,,
OSIS,,,,,,,,,,,,,,,,,,
ICLK,,,,,,,,,,,,,,,,,,
PTE,,,,,,,,,,,,,,,,,,
VUZI,,,,,,,,,,,,,,,,,,
MERC,,,,,,,,,,,,,,,,,,
DOOO,,,,,,,,,,,,,,,,,,
ZIONO,,,,,,,,,,,,,,,,,,
THTX,,,,,,,,,,,,,,,,,,
HCTI,,,,,,,,,,,,,,,,,,
MRIN,,,,,,,,,,,,,,,,,,
PSCM,,,,,,,,,,,,,,,,,,
NAII,,,,,,,,,,,,,,,,,,
ARBKL,,,,,,,,,,,,,,,,,,
NUBIU,,,,,,,,,,,,,,,,,,
BRZE,,,,,,,,,,,,,,,,,,
INMD,,,,,,,,,,,,,,,,,,
HPLTU,,,,,,,,,,,,,,,,,,
YJ,,,,,,,,,,,,,,,,,,
CPHC,,,,,,,,,,,,,,,,,,
TRUE,,,,,,,,,,,,,,,,,,
GTAC,,,,,,,,,,,,,,,,,,
NEON,,,,,,,,,,,,,,,,,,
VOD,,,,,,,,,,,,,,,,,,
LILM,,,,,,,,,,,,,,,,,,
IEI,,,,,,,,,,,,,,,,,,
KRNL,,,,,,,,,,,,,,,,,,
CMCAU,,,,,,,,,,,,,,,,,,
CLSD,,,,,,,,,,,,,,,,,,
MKSI,,,,,,,,,,,,,,,,,,
GSIT,,,,,,,,,,,,,,,,,,
RLMD,,,,,,,,,,,,,,,,,,
BECN,,,,,,,,,,,,,,,,,,
PDFS,,,,,,,,,,,,,,,,,,
ATNF,,,,,,,,,,,,,,,,,,
IRAA,,,,,,,,,,,,,,,,,,
INAQ,,,,,,,,,,,,,,,,,,
LKQ,,,,,,,,,,,,,,,,,,
IMUX,,,,,,,,,,,,,,,,,,
FICV,,,,,,,,,,,,,,,,,,
BEAM,,,,,,,,,,,,,,,,,,
CDAQ,,,,,,,,,,,,,,,,,,
GAIN,,,,,,,,,,,,,,,,,,
CRBU,,,,,,,,,,,,,,,,,,
CWD,,,,,,,,,,,,,,,,,,
BTOG,,,,,,,,,,,,,,,,,,
BIIB,,,,,,,,,,,,,,,,,,
ACGN,,,,,,,,,,,,,,,,,,
IGTA,,,,,,,,,,,,,,,,,,
API,,,,,,,,,,,,,,,,,,
BHAT,,,,,,,,,,,,,,,,,,
PRFX,,,,,,,,,,,,,,,,,,
ARTL,,,,,,,,,,,,,,,,,,
THRX,,,,,,,,,,,,,,,,,,
PTH,,,,,,,,,,,,,,,,,,
IVCP,,,,,,,,,,,,,,,,,,
SANM,,,,,,,,,,,,,,,,,,
RFDI,,,,,,,,,,,,,,,,,,
DHAC,,,,,,,,,,,,,,,,,,
ONVO,,,,,,,,,,,,,,,,,,
IBTI,,,,,,,,,,,,,,,,,,
HOWL,,,,,,,,,,,,,,,,,,
CRMT,,,,,,,,,,,,,,,,,,
STTK,,,,,,,,,,,,,,,,,,
NFLX,,,,,,,,,,,,,,,,,,
VALU,,,,,,,,,,,,,,,,,,
ABST,,,,,,,,,,,,,,,,,,
WYNN,,,,,,,,,,,,,,,,,,
IMNM,,,,,,,,,,,,,,,,,,
SPRB,,,,,,,,,,,,,,,,,,
PRTC,,,,,,,,,,,,,,,,,,
CHSCL,,,,,,,,,,,,,,,,,,
BSMU,,,,,,,,,,,,,,,,,,
BIAF,,,,,,,,,,,,,,,,,,
RNEW,,,,,,,,,,,,,,,,,,
PYCR,,,,,,,,,,,,,,,,,,
SABS,,,,,,,,,,,,,,,,,,
TGVC,,,,,,,,,,,,,,,,,,
MINM,,,,,,,,,,,,,,,,,,
FTXN,,,,,,,,,,,,,,,,,,
HOFT,,,,,,,,,,,,,,,,,,
MOB,,,,,,,,,,,,,,,,,,
PPYAU,,,,,,,,,,,,,,,,,,
SCYX,,,,,,,,,,,,,,,,,,
TSCO,,,,,,,,,,,,,,,,,,
SERA,,,,,,,,,,,,,,,,,,
FTNT,,,,,,,,,,,,,,,,,,
LCNB,,,,,,,,,,,,,,,,,,
HPK,,,,,,,,,,,,,,,,,,
DAWN,,,,,,,,,,,,,,,,,,
TOACU,,,,,,,,,,,,,,,,,,
MAXN,,,,,,,,,,,,,,,,,,
MTTR,,,,,,,,,,,,,,,,,,
ARWR,,,,,,,,,,,,,,,,,,
HOLI,,,,,,,,,,,,,,,,,,
LBBB,,,,,,,,,,,,,,,,,,
ILAG,,,,,,,,,,,,,,,,,,
MBB,,,,,,,,,,,,,,,,,,
AIP,,,,,,,,,,,,,,,,,,
CCCS,,,,,,,,,,,,,,,,,,
BCAN,,,,,,,,,,,,,,,,,,
TIGR,,,,,,,,,,,,,,,,,,
CYTH,,,,,,,,,,,,,,,,,,
SOXX,,,,,,,,,,,,,,,,,,
UTRS,,,,,,,,,,,,,,,,,,
TXN,,,,,,,,,,,,,,,,,,
CWBR,,,,,,,,,,,,,,,,,,
SSNT,,,,,,,,,,,,,,,,,,
TSEM,,,,,,,,,,,,,,,,,,
AFBI,,,,,,,,,,,,,,,,,,
STRL,,,,,,,,,,,,,,,,,,
BANX,,,,,,,,,,,,,,,,,,
PLAY,,,,,,,,,,,,,,,,,,
ICHR,,,,,,,,,,,,,,,,,,
ENLV,,,,,,,,,,,,,,,,,,
FTII,,,,,,,,,,,,,,,,,,
TTD,,,,,,,,,,,,,,,,,,
QH,,,,,,,,,,,,,,,,,,
LVOXU,,,,,,,,,,,,,,,,,,
AWH,,,,,,,,,,,,,,,,,,
ITI,,,,,,,,,,,,,,,,,,
CASA,,,,,,,,,,,,,,,,,,
AREB,,,,,,,,,,,,,,,,,,
LFLY,,,,,,,,,,,,,,,,,,
EGBN,,,,,,,,,,,,,,,,,,
NAVI,,,,,,,,,,,,,,,,,,
AVPT,,,,,,,,,,,,,,,,,,
ADOC,,,,,,,,,,,,,,,,,,
PID,,,,,,,,,,,,,,,,,,
USCT,,,,,,,,,,,,,,,,,,
SPLK,,,,,,,,,,,,,,,,,,
HGBL,,,,,,,,,,,,,,,,,,
LYRA,,,,,,,,,,,,,,,,,,
MCAG,,,,,,,,,,,,,,,,,,
ASND,,,,,,,,,,,,,,,,,,
GMFI,,,,,,,,,,,,,,,,,,
FINX,,,,,,,,,,,,,,,,,,
FRBA,,,,,,,,,,,,,,,,,,
AGNCM,,,,,,,,,,,,,,,,,,
DISAU,,,,,,,,,,,,,,,,,,
IOAC,,,,,,,,,,,,,,,,,,
AKRO,,,,,,,,,,,,,,,,,,
CHMG,,,,,,,,,,,,,,,,,,
LCAHU,,,,,,,,,,,,,,,,,,
TFFP,,,,,,,,,,,,,,,,,,
IPHA,,,,,,,,,,,,,,,,,,
EWCZ,,,,,,,,,,,,,,,,,,
CROX,,,,,,,,,,,,,,,,,,
GCTK,,,,,,,,,,,,,,,,,,
METCL,,,,,,,,,,,,,,,,,,
CDAQU,,,,,,,,,,,,,,,,,,
SDGR,,,,,,,,,,,,,,,,,,
HCP,,,,,,,,,,,,,,,,,,
VRIG,,,,,,,,,,,,,,,,,,
APCX,,,,,,,,,,,,,,,,,,
FEP,,,,,,,,,,,,,,,,,,
ISTR,,,,,,,,,,,,,,,,,,
CCB,,,,,,,,,,,,,,,,,,
PACW,,,,,,,,,,,,,,,,,,
LFAC,,,,,,,,,,,,,,,,,,
PSCD,,,,,,,,,,,,,,,,,,
FEMB,,,,,,,,,,,,,,,,,,
INVO,,,,,,,,,,,,,,,,,,
USVM,,,,,,,,,,,,,,,,,,
MASS,,,,,,,,,,,,,,,,,,
MIDD,,,,,,,,,,,,,,,,,,
FRES,,,,,,,,,,,,,,,,,,
AVAV,,,,,,,,,,,,,,,,,,
AEMD,,,,,,,,,,,,,,,,,,
TIPT,,,,,,,,,,,,,,,,,,
KIRK,,,,,,,,,,,,,,,,,,
NRXP,,,,,,,,,,,,,,,,,,
CTSO,,,,,,,,,,,,,,,,,,
LASE,,,,,,,,,,,,,,,,,,
AVXL,,,,,,,,,,,,,,,,,,
NOTV,,,,,,,,,,,,,,,,,,
SKYT,,,,,,,,,,,,,,,,,,
CUTR,,,,,,,,,,,,,,,,,,
PPBI,,,,,,,,,,,,,,,,,,
LX,,,,,,,,,,,,,,,,,,
KTCC,,,,,,,,,,,,,,,,,,
DIOD,,,,,,,,,,,,,,,,,,
SOTK,,,,,,,,,,,,,,,,,,
BMBL,,,,,,,,,,,,,,,,,,
MODD,,,,,,,,,,,,,,,,,,
IPXXU,,,,,,,,,,,,,,,,,,
GIII,,,,,,,,,,,,,,,,,,
TSLQ,,,,,,,,,,,,,,,,,,
NUVA,,,,,,,,,,,,,,,,,,
MRTN,,,,,,,,,,,,,,,,,,
CONX,,,,,,,,,,,,,,,,,,
VSACU,,,,,,,,,,,,,,,,,,
PTPI,,,,,,,,,,,,,,,,,,
SIBN,,,,,,,,,,,,,,,,,,
XELA,,,,,,,,,,,,,,,,,,
ITRM,,,,,,,,,,,,,,,,,,
GDYN,,,,,,,,,,,,,,,,,,
SMX,,,,,,,,,,,,,,,,,,
RYAAY,,,,,,,,,,,,,,,,,,
SASR,,,,,,,,,,,,,,,,,,
ANAB,,,,,,,,,,,,,,,,,,
PEGR,,,,,,,,,,,,,,,,,,
USLM,,,,,,,,,,,,,,,,,,
VSAC,,,,,,,,,,,,,,,,,,
AAOI,,,,,,,,,,,,,,,,,,
MVST,,,,,,,,,,,,,,,,,,
APGN,,,,,,,,,,,,,,,,,,
THRM,,,,,,,,,,,,,,,,,,
CITE,,,,,,,,,,,,,,,,,,
INBKZ,,,,,,,,,,,,,,,,,,
GEOS,,,,,,,,,,,,,,,,,,
VMBS,,,,,,,,,,,,,,,,,,
LTCH,,,,,,,,,,,,,,,,,,
MAPS,,,,,,,,,,,,,,,,,,
AKU,,,,,,,,,,,,,,,,,,
RXST,,,,,,,,,,,,,,,,,,
FA,,,,,,,,,,,,,,,,,,
NMIH,,,,,,,,,,,,,,,,,,
OKTA,,,,,,,,,,,,,,,,,,
CURI,,,,,,,,,,,,,,,,,,
LAZR,,,,,,,,,,,,,,,,,,
PFEL,,,,,,,,,,,,,,,,,,
SDG,,,,,,,,,,,,,,,,,,
BVXV,,,,,,,,,,,,,,,,,,
MARK,,,,,,,,,,,,,,,,,,
SNCE,,,,,,,,,,,,,,,,,,
IBET,,,,,,,,,,,,,,,,,,
CPAAU,,,,,,,,,,,,,,,,,,
LASR,,,,,,,,,,,,,,,,,,
RILYO,,,,,,,,,,,,,,,,,,
UTME,,,,,,,,,,,,,,,,,,
FHTX,,,,,,,,,,,,,,,,,,
CVV,,,,,,,,,,,,,,,,,,
IFBD,,,,,,,,,,,,,,,,,,
ARKO,,,,,,,,,,,,,,,,,,
FTXL,,,,,,,,,,,,,,,,,,
SGA,,,,,,,,,,,,,,,,,,
FAD,,,,,,,,,,,,,,,,,,
VLCN,,,,,,,,,,,,,,,,,,
LNZA,,,,,,,,,,,,,,,,,,
HCNEU,,,,,,,,,,,,,,,,,,
BNGO,,,,,,,,,,,,,,,,,,
LCUT,,,,,,,,,,,,,,,,,,
HAS,,,,,,,,,,,,,,,,,,
GOVX,,,,,,,,,,,,,,,,,,
SCHN,,,,,,,,,,,,,,,,,,
OXLCN,,,,,,,,,,,,,,,,,,
IVAC,,,,,,,,,,,,,,,,,,
NYMTM,,,,,,,,,,,,,,,,,,
VALN,,,,,,,,,,,,,,,,,,
KERN,,,,,,,,,,,,,,,,,,
ECBK,,,,,,,,,,,,,,,,,,
TSLA,,,,,,,,,,,,,,,,,,
DH,,,,,,,,,,,,,,,,,,
TRIP,,,,,,,,,,,,,,,,,,
FORLU,,,,,,,,,,,,,,,,,,
ASML,,,,,,,,,,,,,,,,,,
DERM,,,,,,,,,,,,,,,,,,
VTHR,,,,,,,,,,,,,,,,,,
VOXR,,,,,,,,,,,,,,,,,,
SLGG,,,,,,,,,,,,,,,,,,
AEAE,,,,,,,,,,,,,,,,,,
WAVS,,,,,,,,,,,,,,,,,,
IGIC,,,,,,,,,,,,,,,,,,
PDEX,,,,,,,,,,,,,,,,,,
CLMB,,,,,,,,,,,,,,,,,,
OPRX,,,,,,,,,,,,,,,,,,
ACB,,,,,,,,,,,,,,,,,,
EAR,,,,,,,,,,,,,,,,,,
HSKA,,,,,,,,,,,,,,,,,,
STEL,,,,,,,,,,,,,,,,,,
VYMI,,,,,,,,,,,,,,,,,,
TMUS,,,,,,,,,,,,,,,,,,
MLCO,,,,,,,,,,,,,,,,,,
LOCO,,,,,,,,,,,,,,,,,,
QSI,,,,,,,,,,,,,,,,,,
IVCBU,,,,,,,,,,,,,,,,,,
YI,,,,,,,,,,,,,,,,,,
NBST,,,,,,,,,,,,,,,,,,
ADERU,,,,,,,,,,,,,,,,,,
IMMP,,,,,,,,,,,,,,,,,,
ALRN,,,,,,,,,,,,,,,,,,
NNOX,,,,,,,,,,,,,,,,,,
WINC,,,,,,,,,,,,,,,,,,
PCAR,,,,,,,,,,,,,,,,,,
NWPX,,,,,,,,,,,,,,,,,,
EXPE,,,,,,,,,,,,,,,,,,
XOMAO,,,,,,,,,,,,,,,,,,
ALPA,,,,,,,,,,,,,,,,,,
KLIC,,,,,,,,,,,,,,,,,,
TLGYU,,,,,,,,,,,,,,,,,,
AEAEU,,,,,,,,,,,,,,,,,,
EMCG,,,,,,,,,,,,,,,,,,
AMGN,,,,,,,,,,,,,,,,,,
CKPT,,,,,,,,,,,,,,,,,,
DUOL,,,,,,,,,,,,,,,,,,
BGRY,,,,,,,,,,,,,,,,,,
REVB,,,,,,,,,,,,,,,,,,
WOOD,,,,,,,,,,,,,,,,,,
CHNR,,,,,,,,,,,,,,,,,,
BIS,,,,,,,,,,,,,,,,,,
SVRE,,,,,,,,,,,,,,,,,,
TCPC,,,,,,,,,,,,,,,,,,
ONEQ,,,,,,,,,,,,,,,,,,
HUBCZ,,,,,,,,,,,,,,,,,,
VTRU,,,,,,,,,,,,,,,,,,
AMZU,,,,,,,,,,,,,,,,,,
HYDR,,,,,,,,,,,,,,,,,,
AAL,,,,,,,,,,,,,,,,,,
HYFM,,,,,,,,,,,,,,,,,,
OLITU,,,,,,,,,,,,,,,,,,
EVCM,,,,,,,,,,,,,,,,,,
LATG,,,,,,,,,,,,,,,,,,
GOCO,,,,,,,,,,,,,,,,,,
KNTE,,,,,,,,,,,,,,,,,,
MLGO,,,,,,,,,,,,,,,,,,
SRPT,,,,,,,,,,,,,,,,,,
RAYA,,,,,,,,,,,,,,,,,,
HNVR,,,,,,,,,,,,,,,,,,
ALTI,,,,,,,,,,,,,,,,,,
EXC,,,,,,,,,,,,,,,,,,
HPCO,,,,,,,,,,,,,,,,,,
COLL,,,,,,,,,,,,,,,,,,
BSCV,,,,,,,,,,,,,,,,,,
SINT,,,,,,,,,,,,,,,,,,
LQDT,,,,,,,,,,,,,,,,,,
CSPI,,,,,,,,,,,,,,,,,,
ACHL,,,,,,,,,,,,,,,,,,
MDGL,,,,,,,,,,,,,,,,,,
CYN,,,,,,,,,,,,,,,,,,
PSCC,,,,,,,,,,,,,,,,,,
PRDO,,,,,,,,,,,,,,,,,,
HLP,,,,,,,,,,,,,,,,,,
PACB,,,,,,,,,,,,,,,,,,
SQLV,,,,,,,,,,,,,,,,,,
NPAB,,,,,,,,,,,,,,,,,,
MGNX,,,,,,,,,,,,,,,,,,
RKDA,,,,,,,,,,,,,,,,,,
BYRN,,,,,,,,,,,,,,,,,,
IOBT,,,,,,,,,,,,,,,,,,
PAYO,,,,,,,,,,,,,,,,,,
OESX,,,,,,,,,,,,,,,,,,
APM,,,,,,,,,,,,,,,,,,
RWAYZ,,,,,,,,,,,,,,,,,,
APPN,,,,,,,,,,,,,,,,,,
KRNT,,,,,,,,,,,,,,,,,,
HOLO,,,,,,,,,,,,,,,,,,
ISRL,,,,,,,,,,,,,,,,,,
EXFY,,,,,,,,,,,,,,,,,,
PCSA,,,,,,,,,,,,,,,,,,
CNTA,,,,,,,,,,,,,,,,,,
WB,,,,,,,,,,,,,,,,,,
VLYPO,,,,,,,,,,,,,,,,,,
IMXI,,,,,,,,,,,,,,,,,,
CACG,,,,,,,,,,,,,,,,,,
DSGN,,,,,,,,,,,,,,,,,,
ZUMZ,,,,,,,,,,,,,,,,,,
AQB,,,,,,,,,,,,,,,,,,
ABOS,,,,,,,,,,,,,,,,,,
HONE,,,,,,,,,,,,,,,,,,
JJSF,,,,,,,,,,,,,,,,,,
COLB,,,,,,,,,,,,,,,,,,
SCAQU,,,,,,,,,,,,,,,,,,
SONN,,,,,,,,,,,,,,,,,,
ALORU,,,,,,,,,,,,,,,,,,
CARV,,,,,,,,,,,,,,,,,,
ODFL,,,,,,,,,,,,,,,,,,
XT,,,,,,,,,,,,,,,,,,
DCPH,,,,,,,,,,,,,,,,,,
FJP,,,,,,,,,,,,,,,,,,
VBLT,,,,,,,,,,,,,,,,,,
RFIL,,,,,,,,,,,,,,,,,,
ABNB,,,,,,,,,,,,,,,,,,
PBYI,,,,,,,,,,,,,,,,,,
BCLI,,,,,,,,,,,,,,,,,,
JANX,,,,,,,,,,,,,,,,,,
ESLT,,,,,,,,,,,,,,,,,,
QQJG,,,,,,,,,,,,,,,,,,
BTTX,,,,,,,,,,,,,,,,,,
APOG,,,,,,,,,,,,,,,,,,
SNFCA,,,,,,,,,,,,,,,,,,
CACO,,,,,,,,,,,,,,,,,,
ANIP,,,,,,,,,,,,,,,,,,
JUGGU,,,,,,,,,,,,,,,,,,
STRT,,,,,,,,,,,,,,,,,,
IVCAU,,,,,,,,,,,,,,,,,,
NVDA,,,,,,,,,,,,,,,,,,
JSPR,,,,,,,,,,,,,,,,,,
SPRX,,,,,,,,,,,,,,,,,,
TVTX,,,,,,,,,,,,,,,,,,
CBIO,,,,,,,,,,,,,,,,,,
OTMO,,,,,,,,,,,,,,,,,,
KTOS,,,,,,,,,,,,,,,,,,
PWP,,,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,
BIGC,,,,,,,,,,,,,,,,,,
MCAFU,,,,,,,,,,,,,,,,,,
IMRN,,,,,,,,,,,,,,,,,,
ARAY,,,,,,,,,,,,,,,,,,
CETUU,,,,,,,,,,,,,,,,,,
FTFT,,,,,,,,,,,,,,,,,,
CNTG,,,,,,,,,,,,,,,,,,
DSGR,,,,,,,,,,,,,,,,,,
JSML,,,,,,,,,,,,,,,,,,
LVLU,,,,,,,,,,,,,,,,,,
TTEK,,,,,,,,,,,,,,,,,,
VJET,,,,,,,,,,,,,,,,,,
BTEC,,,,,,,,,,,,,,,,,,
HMAC,,,,,,,,,,,,,,,,,,
IPKW,,,,,,,,,,,,,,,,,,
BTBT,,,,,,,,,,,,,,,,,,
BPTS,,,,,,,,,,,,,,,,,,
BSJO,,,,,,,,,,,,,,,,,,
ZION,,,,,,,,,,,,,,,,,,
SNCR,,,,,,,,,,,,,,,,,,
CLSC,,,,,,,,,,,,,,,,,,
GTHX,,,,,,,,,,,,,,,,,,
HCWB,,,,,,,,,,,,,,,,,,
NKEQ,,,,,,,,,,,,,,,,,,
BSBK,,,,,,,,,,,,,,,,,,
ZFOX,,,,,,,,,,,,,,,,,,
NAOV,,,,,,,,,,,,,,,,,,
MTEK,,,,,,,,,,,,,,,,,,
HHGC,,,,,,,,,,,,,,,,,,
HELE,,,,,,,,,,,,,,,,,,
TUG,,,,,,,,,,,,,,,,,,
CASI,,,,,,,,,,,,,,,,,,
PTIX,,,,,,,,,,,,,,,,,,
KFFB,,,,,,,,,,,,,,,,,,
HUBG,,,,,,,,,,,,,,,,,,
SCTL,,,,,,,,,,,,,,,,,,
GREE,,,,,,,,,,,,,,,,,,
ETAO,,,,,,,,,,,,,,,,,,
QIPT,,,,,,,,,,,,,,,,,,
FICVU,,,,,,,,,,,,,,,,,,
NGM,,,,,,,,,,,,,,,,,,
MICS,,,,,,,,,,,,,,,,,,
LMNL,,,,,,,,,,,,,,,,,,
ERIE,,,,,,,,,,,,,,,,,,
LGSTU,,,,,,,,,,,,,,,,,,
RCM,,,,,,,,,,,,,,,,,,
OLK,,,,,,,,,,,,,,,,,,
COMT,,,,,,,,,,,,,,,,,,
PTWOU,,,,,,,,,,,,,,,,,,
TRMK,,,,,,,,,,,,,,,,,,
FLEX,,,,,,,,,,,,,,,,,,
RELY,,,,,,,,,,,,,,,,,,
PLUR,,,,,,,,,,,,,,,,,,
HHGCU,,,,,,,,,,,,,,,,,,
PRAX,,,,,,,,,,,,,,,,,,
RNRG,,,,,,,,,,,,,,,,,,
IQ,,,,,,,,,,,,,,,,,,
STER,,,,,,,,,,,,,,,,,,
LMB,,,,,,,,,,,,,,,,,,
DTOCU,,,,,,,,,,,,,,,,,,
INTR,,,,,,,,,,,,,,,,,,
IUSB,,,,,,,,,,,,,,,,,,
LMNR,,,,,,,,,,,,,,,,,,
VITL,,,,,,,,,,,,,,,,,,
APTM,,,,,,,,,,,,,,,,,,
DCTH,,,,,,,,,,,,,,,,,,
ADMP,,,,,,,,,,,,,,,,,,
CTAS,,,,,,,,,,,,,,,,,,
SLM,,,,,,,,,,,,,,,,,,
CXSE,,,,,,,,,,,,,,,,,,
ELYM,,,,,,,,,,,,,,,,,,
KRUS,,,,,,,,,,,,,,,,,,
ACABU,,,,,,,,,,,,,,,,,,
FUND,,,,,,,,,,,,,,,,,,
KLTR,,,,,,,,,,,,,,,,,,
WTBA,,,,,,,,,,,,,,,,,,
AMPG,,,,,,,,,,,,,,,,,,
TDIV,,,,,,,,,,,,,,,,,,
VRRM,,,,,,,,,,,,,,,,,,
LBAI,,,,,,,,,,,,,,,,,,
GGAL,,,,,,,,,,,,,,,,,,
GRID,,,,,,,,,,,,,,,,,,
NBSE,,,,,,,,,,,,,,,,,,
NNDM,,,,,,,,,,,,,,,,,,
TETE,,,,,,,,,,,,,,,,,,
KE,,,,,,,,,,,,,,,,,,
GGAA,,,,,,,,,,,,,,,,,,
AMST,,,,,,,,,,,,,,,,,,
NWE,,,,,,,,,,,,,,,,,,
SWSSU,,,,,,,,,,,,,,,,,,
PBFS,,,,,,,,,,,,,,,,,,
JUGG,,,,,,,,,,,,,,,,,,
CFMS,,,,,,,,,,,,,,,,,,
APVO,,,,,,,,,,,,,,,,,,
LGIH,,,,,,,,,,,,,,,,,,
RMR,,,,,,,,,,,,,,,,,,
VMCAU,,,,,,,,,,,,,,,,,,
KPLT,,,,,,,,,,,,,,,,,,
EAC,,,,,,,,,,,,,,,,,,
DBGI,,,,,,,,,,,,,,,,,,
GSHD,,,,,,,,,,,,,,,,,,
MBRX,,,,,,,,,,,,,,,,,,
ACST,,,,,,,,,,,,,,,,,,
TROO,,,,,,,,,,,,,,,,,,
AIQ,,,,,,,,,,,,,,,,,,
ADMA,,,,,,,,,,,,,,,,,,
XTLB,,,,,,,,,,,,,,,,,,
DNAD,,,,,,,,,,,,,,,,,,
NWFL,,,,,,,,,,,,,,,,,,
SLN,,,,,,,,,,,,,,,,,,
CRCT,,,,,,,,,,,,,,,,,,
UTWY,,,,,,,,,,,,,,,,,,
APYX,,,,,,,,,,,,,,,,,,
EBON,,,,,,,,,,,,,,,,,,
MNTK,,,,,,,,,,,,,,,,,,
TERN,,,,,,,,,,,,,,,,,,
TWNK,,,,,,,,,,,,,,,,,,
NATH,,,,,,,,,,,,,,,,,,
NMTC,,,,,,,,,,,,,,,,,,
TELA,,,,,,,,,,,,,,,,,,
FLWS,,,,,,,,,,,,,,,,,,
MYNZ,,,,,,,,,,,,,,,,,,
MNTS,,,,,,,,,,,,,,,,,,
HWCPZ,,,,,,,,,,,,,,,,,,
ESEA,,,,,,,,,,,,,,,,,,
HGEN,,,,,,,,,,,,,,,,,,
OCCI,,,,,,,,,,,,,,,,,,
BBGI,,,,,,,,,,,,,,,,,,
YVR,,,,,,,,,,,,,,,,,,
MCBS,,,,,,,,,,,,,,,,,,
SRDX,,,,,,,,,,,,,,,,,,
DPCSU,,,,,,,,,,,,,,,,,,
TREE,,,,,,,,,,,,,,,,,,
AXGN,,,,,,,,,,,,,,,,,,
DENN,,,,,,,,,,,,,,,,,,
PWUP,,,,,,,,,,,,,,,,,,
SXTC,,,,,,,,,,,,,,,,,,
GRIL,,,,,,,,,,,,,,,,,,
GPP,,,,,,,,,,,,,,,,,,
BKIV,,,,,,,,,,,,,,,,,,
BLTE,,,,,,,,,,,,,,,,,,
SJ,,,,,,,,,,,,,,,,,,
HYMC,,,,,,,,,,,,,,,,,,
VGIT,,,,,,,,,,,,,,,,,,
BITS,,,,,,,,,,,,,,,,,,
IHYF,,,,,,,,,,,,,,,,,,
KC,,,,,,,,,,,,,,,,,,
MBINM,,,,,,,,,,,,,,,,,,
MIST,,,,,,,,,,,,,,,,,,
ARCC,,,,,,,,,,,,,,,,,,
HUDAU,,,,,,,,,,,,,,,,,,
OMQS,,,,,,,,,,,,,,,,,,
FRGT,,,,,,,,,,,,,,,,,,
SLQD,,,,,,,,,,,,,,,,,,
RCKY,,,,,,,,,,,,,,,,,,
DGII,,,,,,,,,,,,,,,,,,
CCLDO,,,,,,,,,,,,,,,,,,
FWRG,,,,,,,,,,,,,,,,,,
DXCM,,,,,,,,,,,,,,,,,,
LAMR,,,,,,,,,,,,,,,,,,
SPCB,,,,,,,,,,,,,,,,,,
ADV,,,,,,,,,,,,,,,,,,
TTNP,,,,,,,,,,,,,,,,,,
COEP,,,,,,,,,,,,,,,,,,
MGTX,,,,,,,,,,,,,,,,,,
ROSE,,,,,,,,,,,,,,,,,,
AEZS,,,,,,,,,,,,,,,,,,
RMCF,,,,,,,,,,,,,,,,,,
GRI,,,,,,,,,,,,,,,,,,
AMSC,,,,,,,,,,,,,,,,,,
APLM,,,,,,,,,,,,,,,,,,
SANA,,,,,,,,,,,,,,,,,,
PSCU,,,,,,,,,,,,,,,,,,
RNDV,,,,,,,,,,,,,,,,,,
MF,,,,,,,,,,,,,,,,,,
DCBO,,,,,,,,,,,,,,,,,,
CLIN,,,,,,,,,,,,,,,,,,
