,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
MNSB,0.98,6.39,8.59,-,0.41,3.64,1.72%,16.20%,25.00%,58.60%,3.60%,2.71,27.20M,-4.39%,-16.08%,28.60%,8.20%,95.10M
XCLR,,,,,,,,,,,,,,,,,,
EMB,-,-,-,-,-,-,4.88%,-,-,-,-,-,-,-1.81%,1.47%,-,-,-
NPV,0.88,-,-,-,-,-2.52,3.77%,-,-,-,-,-,-,-8.48%,-3.15%,-,-,14.98M
SHOC,-,-,-,-,-,-,0.77%,-,-,-,-,-,-,-,41.87%,-,-,-
PFFL,-,-,-,-,-,-,15.57%,-,-,-,-,-,-,-21.32%,-4.76%,-,-,-
KCCA,-,-,-,-,-,-,0.22%,-,-,-,-,-,-,-3.31%,9.47%,-,-,-
BSM,3.56,6.00,9.76,0.91,0.00,2.66,11.92%,69.80%,52.40%,-,1.50%,1.63,596.90M,4.36%,-4.98%,74.50%,63.90%,801.80M
NRIM,1.05,8.39,7.98,-,0.05,4.92,5.82%,13.00%,37.40%,-30.40%,1.20%,5.17,28.30M,3.51%,-24.58%,25.80%,40.40%,110.10M
JFR,0.84,-,-,-,-,-0.30,11.43%,-,-,-7.70%,0.06%,-,-,-8.92%,-0.76%,-,-,57.62M
FRHC,6.94,34.69,-,-,1.84,2.36,-,-,22.40%,-19.90%,71.57%,-,140.30M,101.06%,39.49%,-,0.00%,559.30M
QQQJ,-,-,-,-,-,-,0.77%,-,-,-,-,-,-,11.34%,9.16%,-,-,-
ESACU,,,,,,,,,,,,,,,,,,
LSXMK,1.13,9.22,9.56,0.24,-,3.34,-,-,-,-36.50%,10.66%,3.22,-,-16.24%,-21.57%,-,-,8.96B
RACE,19.85,52.06,39.55,4.08,-,5.88,-,-,-,24.20%,33.82%,7.74,-,74.75%,44.28%,-,-,5.34B
VONE,-,-,-,-,-,-,1.71%,-,-,-,-,-,-,16.39%,15.38%,-,-,-
SHO$H,,,,,,,,,,,,,,,,,,
IVOG,-,-,-,-,-,-,0.48%,-,-,-,-,-,-,13.07%,8.02%,-,-,-
CTEST.G,,,,,,,,,,,,,,,,,,
FLTW,,,,,,,,,,,,,,,,,,
IDEV,-,-,-,-,-,-,2.29%,-,-,-,-,-,-,13.68%,10.75%,-,-,-
DISAU,,,,,,,,,,,,,,,,,,
PASG,0.30,-,-,-,0.00,-2.34,-,-60.50%,-,20.30%,8.96%,-1.56,-127.70M,-55.25%,-31.25%,-,-,-
PEB,0.57,-,-,-,0.00,-0.38,0.30%,-,0.30%,68.00%,0.80%,-0.22,-47.30M,-33.27%,-1.08%,-,-,1.44B
GNTX,3.06,20.08,13.47,1.27,0.00,1.41,1.70%,-,15.40%,12.90%,0.10%,2.09,323.80M,-1.04%,2.88%,-,35.94%,2.00B
ONTO,3.18,26.36,23.12,2.20,0.00,4.01,-,12.60%,13.70%,-44.60%,0.10%,4.58,199.10M,41.90%,52.39%,20.70%,0.00%,963.00M
PXLW,4.30,-,-,-,0.00,-0.38,-,-66.50%,-49.20%,-97.10%,2.80%,-0.29,-20.80M,-4.72%,2.28%,-32.80%,-,63.50M
LYB,2.35,9.84,8.50,6.14,0.89,9.33,5.45%,24.40%,17.60%,-63.90%,0.10%,10.80,3.04B,-4.38%,10.72%,6.40%,51.00%,47.54B
JPMB,-,-,-,-,-,-,5.37%,-,-,-,-,-,-,0.44%,0.54%,-,-,-
PK,0.68,11.78,16.04,-,1.08,1.11,4.57%,5.80%,4.30%,161.60%,0.20%,0.82,252.00M,-16.02%,10.01%,9.40%,26.00%,2.67B
CMRE$E,,,,,,,,,,,,,,,,,,
GCOR,-,-,-,-,-,-,2.89%,-,-,-,-,-,-,-2.29%,1.11%,-,-,-
GSG,-,-,-,-,-,-,-,-,-,-,-,-,-,-20.63%,-5.61%,-,-,-
BIDU,1.61,27.37,13.34,1.84,0.38,5.43,-,6.20%,3.40%,742.00%,15.60%,11.15,1.92B,0.52%,27.28%,10.80%,0.00%,17.78B
ABBV,18.12,32.06,12.27,-,4.68,4.24,4.36%,49.30%,20.50%,-94.90%,0.13%,11.07,7.53B,-0.36%,-14.86%,13.30%,134.20%,56.74B
ENZL,-,-,-,-,-,-,1.47%,-,-,-,-,-,-,12.51%,0.93%,-,-,-
BBSI,3.54,13.37,11.33,0.89,0.00,6.68,1.34%,27.40%,23.00%,204.30%,2.10%,7.89,47.80M,27.19%,-4.66%,4.50%,17.70%,1.06B
XOMAO,2.35,23.44,-,-,-,1.00,8.92%,-,-,-,-,-,-,-6.76%,-3.52%,-,-,3.36M
PHUN,2.71,-,-,-,0.26,-0.40,-,-139.70%,-151.50%,73.10%,5.50%,-0.21,-40.20M,-50.45%,-25.04%,-,-,19.80M
XOS,0.79,-,-,-,0.50,-0.44,-,-61.80%,-67.40%,2.10%,18.70%,-0.27,-73.60M,-84.50%,-10.75%,-,-,34.00M
RMCF,2.29,-,-,-,0.00,-0.88,-,-34.60%,-38.20%,-847.40%,0.60%,-,-5.50M,-26.46%,-7.37%,-18.70%,-,30.40M
BABA,1.71,23.71,9.90,2.93,0.16,3.89,-,7.50%,7.40%,368.50%,0.01%,9.31,10.20B,-14.72%,4.59%,8.30%,0.00%,122.16B
SPNT$B,,,,,,,,,,,,,,,,,,
ALXO,1.63,-,-,-,0.04,-3.17,-,-46.70%,-,-22.30%,2.20%,-3.67,-129.10M,43.93%,-14.82%,-,-,-
WBIY,-,-,-,-,-,-,5.09%,-,-,-,-,-,-,-3.27%,-1.22%,-,-,-
GRTX,-,-,-,-,-,-2.22,-,66.60%,-,12.80%,0.40%,-1.99,-64.50M,117.57%,116.11%,-,-,-
TOLZ,-,-,-,-,-,-,3.03%,-,-,-,-,-,-,-0.28%,3.10%,-,-,-
NNOX,5.11,-,-,-,0.00,-1.96,-,-44.30%,-51.80%,48.70%,14.01%,-0.68,-103.30M,95.91%,159.62%,-,-,9.20M
NGS,0.52,-,61.56,-,0.26,-0.04,-,-0.20%,0.00%,12.80%,5.50%,0.16,-0.50M,-23.79%,-13.61%,-0.60%,-,91.10M
NSTC,,,,,,,,,,,,,,,,,,
MTEK,0.75,-,-,-,0.11,-0.50,-,-89.10%,-34.40%,-169.80%,40.91%,-,-3.70M,-25.02%,8.41%,-,-,2.50M
UFEB,-,-,-,-,-,-,-,-,-,-,-,-,-,6.15%,5.26%,-,-,-
CODX,0.29,-,-,-,0.00,-1.06,-,-25.10%,-12.60%,-157.80%,0.90%,-0.92,-31.70M,-79.66%,-56.75%,-,-,12.10M
SCX,0.67,4.52,-,-,0.13,2.34,-,16.30%,11.10%,72.50%,7.00%,-,17.50M,42.56%,40.63%,6.70%,0.00%,259.30M
KBE,-,-,-,-,-,-,3.36%,-,-,-,-,-,-,-16.28%,-17.43%,-,-,-
HEQ,-,-,-,-,-,-0.15,10.86%,-,-,-,0.11%,-,-,-11.69%,-6.24%,-,-,-
REX,1.33,21.97,14.32,2.75,0.00,1.58,-,6.20%,3.60%,3.30%,12.16%,2.42,27.80M,17.66%,6.18%,3.20%,0.00%,873.50M
MT,0.45,4.07,5.24,-,0.21,6.92,1.56%,11.80%,13.20%,-70.20%,44.80%,5.37,6.27B,1.54%,7.15%,8.20%,5.50%,76.51B
OUSM,-,-,-,-,-,-,1.90%,-,-,-,-,-,-,14.89%,8.01%,-,-,-
PTRB,,,,,,,,,,,,,,,,,,
MFA,0.59,-,4.50,-,3.52,-1.08,12.04%,-5.30%,-2.60%,172.70%,0.50%,2.58,-109.40M,6.04%,17.66%,-28.30%,-,386.80M
ANIX,3.79,-,1.64,-,0.00,-0.40,-,-40.10%,-,40.90%,4.10%,2.08,-12.10M,5.36%,-21.41%,-,-,-
MLAC,-,-,-,-,-,-0.27,-,-4.80%,-,-172.30%,-,-,-0.90M,5.41%,3.24%,-,0.00%,-
FEBT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.35%,-,-,-
SCE$J,,,,,,,,,,,,,,,,,,
GOLF,3.55,17.23,16.65,3.45,0.84,2.98,1.52%,21.10%,15.10%,23.90%,1.70%,3.08,211.50M,21.58%,18.37%,9.00%,24.50%,2.35B
NWL,1.06,-,6.66,-,1.69,-0.33,3.28%,-,5.50%,-144.70%,0.20%,1.28,-139.00M,-55.15%,-35.82%,-,192.89%,8.88B
BC$A,,,,,,,,,,,,,,,,,,
BHFAO,,,,,,,,,,,,,,,,,,
SGTX,0.38,-,-,-,0.51,-15.47,-,-87.90%,-75.50%,46.90%,-,-9.36,-37.10M,-52.65%,23.74%,-,-,14.60M
ACAQ.U,,,,,,,,,,,,,,,,,,
GLIF,,,,,,,,,,,,,,,,,,
ROP,3.00,47.68,26.23,5.18,0.41,9.67,0.59%,18.70%,5.40%,19.90%,0.30%,17.58,1.03B,19.33%,6.13%,50.50%,9.60%,5.56B
SYRS,0.85,-,-,-,0.38,-4.36,-,-,-80.70%,78.60%,0.20%,-4.48,-93.30M,-70.57%,-12.27%,-,-,12.40M
ATOS,1.01,-,-,-,0.00,-0.23,-,-23.60%,-,-31.30%,0.04%,-0.25,-28.50M,-14.88%,67.51%,-,-,-
DFIS,-,-,-,-,-,-,1.19%,-,-,-,-,-,-,9.10%,9.30%,-,-,-
RDVT,4.10,241.80,-,-,0.00,0.09,-,1.70%,0.40%,560.00%,12.90%,-,1.20M,-5.75%,-8.49%,2.20%,0.00%,55.20M
BCAT,-,-,-,-,-,-2.79,10.07%,-,-,-,0.31%,-,-,2.70%,9.52%,-,-,-
IBO,,,,,,,,,,,,,,,,,,
PKG,3.14,12.74,15.76,-,0.66,10.42,3.77%,24.90%,17.60%,-22.00%,1.00%,8.42,958.10M,-10.25%,3.31%,11.50%,45.40%,8.32B
CZWI,0.56,5.50,7.70,-,0.41,1.59,3.31%,10.10%,20.50%,-21.70%,2.80%,1.14,16.70M,-34.28%,-26.85%,22.70%,16.30%,73.70M
PIXY,-,-,-,-,-,-90.89,-,-,105.40%,99.00%,0.90%,-2.34,-170.80M,-91.22%,-87.59%,-,-,26.50M
PCTTU,,,,,,,,,,,,,,,,,,
ASTS,3.49,-,-,-,0.04,-0.60,-,-34.30%,-105.80%,-9.70%,3.60%,-0.83,-37.20M,-6.29%,23.27%,-,-,11.40M
CVX,1.88,8.56,10.92,-,0.15,18.50,3.82%,22.70%,15.20%,7.50%,0.04%,14.50,35.78B,-3.34%,-11.54%,15.40%,31.00%,232.25B
QRTEB,4.45,-,-,-,-,-7.15,-,-,-,1900.00%,88.63%,-,-,37.80%,38.07%,-,-,11.87B
MHF,0.94,-,-,-,-,-0.96,3.73%,-,-,-,-,-,-,-2.60%,-0.16%,-,-,6.72M
ILCV,-,-,-,-,-,-,2.32%,-,-,-,-,-,-,10.23%,5.11%,-,-,-
BILS,-,-,-,-,-,-,4.86%,-,-,-,-,-,-,-0.35%,0.01%,-,-,-
TCBP,-,-,-,-,-,-0.70,-,19.70%,-370.20%,88.10%,11.74%,-4.60,-1.70M,-96.63%,-84.14%,-36.10%,-,4.80M
VSTO,1.40,-,5.31,-,0.93,-0.28,-,-0.80%,2.20%,-368.00%,0.50%,5.24,-9.70M,-18.54%,13.25%,-0.30%,-,3.08B
ITOS,0.78,49.65,-,-,0.00,0.29,-,1.80%,11.20%,-123.90%,0.26%,-5.31,11.50M,-20.83%,-25.53%,9.00%,0.00%,127.70M
RMMZ,,,,,,,,,,,,,,,,,,
JAQCU,,,,,,,,,,,,,,,,,,
MIRO,1.21,-,-,-,0.01,-1.43,-,-95.50%,-114.60%,5.50%,2.40%,-0.76,-30.20M,-59.69%,-48.49%,-,-,1.00M
ML,1.01,-,-,-,0.00,-23.41,-,-121.80%,-63.30%,9.60%,12.30%,-4.20,-196.10M,-75.50%,-39.95%,-53.80%,-,364.70M
CFO,-,-,-,-,-,-,2.06%,-,-,-,-,-,-,-2.41%,-4.02%,-,-,-
RY,1.70,12.56,7.96,2.28,3.26,7.58,4.16%,14.00%,4.20%,-13.00%,0.10%,11.96,10.54B,-2.48%,1.85%,21.60%,68.50%,48.90B
UMDD,-,-,-,-,-,-,0.41%,-,-,-,-,-,-,12.37%,10.07%,-,-,-
EJAN,-,-,-,-,-,-,-,-,-,-,-,-,-,6.70%,6.54%,-,-,-
HGV,2.46,14.60,10.08,0.69,1.89,3.18,-,17.60%,8.20%,53.20%,0.10%,4.61,374.00M,9.26%,19.07%,9.40%,0.00%,3.99B
WRAC,3.57,355.52,-,-,0.03,0.03,-,0.90%,-,-75.30%,9.40%,-,1.20M,3.98%,2.89%,-,0.00%,-
ISTR,0.52,3.97,7.23,-,0.24,2.91,3.29%,13.70%,29.10%,-60.70%,3.10%,1.60,29.40M,-48.05%,-47.33%,26.30%,9.20%,111.70M
TAGG,,,,,,,,,,,,,,,,,,
NAIL,-,-,-,-,-,-,0.23%,-,-,-,-,-,-,150.37%,111.42%,-,-,-
NEOG,1.37,639.03,-,63.90,0.28,0.03,-,-0.70%,5.30%,-24.80%,0.10%,-0.02,-13.50M,-10.53%,35.23%,-1.90%,0.00%,720.70M
NUDM,-,-,-,-,-,-,1.73%,-,-,-,-,-,-,15.86%,14.20%,-,-,-
ESI,1.96,27.23,12.25,3.25,0.80,0.70,1.67%,7.40%,5.70%,-21.20%,7.78%,1.56,172.20M,-2.55%,4.15%,7.10%,45.00%,2.44B
RMBS,8.61,121.91,28.85,10.38,0.00,0.50,-,7.10%,-3.00%,104.90%,0.20%,2.10,55.20M,167.15%,68.26%,11.80%,0.00%,469.50M
IGN,-,-,-,-,-,-,0.36%,-,-,-,-,-,-,17.61%,1.47%,-,-,-
BRNY,-,-,-,-,-,-,1.13%,-,-,-,-,-,-,-,7.57%,-,-,-
GRAB,2.05,-,-,-,0.12,-0.40,-,-22.20%,-17.30%,42.40%,27.55%,-0.10,-1504.00M,36.60%,6.06%,-86.90%,-,1.73B
NYMTM,,,,,,,,,,,,,,,,,,
TFC$O,,,,,,,,,,,,,,,,,,
NTRA,8.71,-,-,-,0.56,-5.34,-,-101.00%,-50.80%,15.50%,1.50%,-2.75,-546.10M,47.72%,24.77%,-62.90%,-,867.80M
TBCPU,,,,,,,,,,,,,,,,,,
CFFSU,,,,,,,,,,,,,,,,,,
WGO,1.50,7.02,8.55,0.47,0.44,9.39,1.64%,24.30%,25.30%,-44.60%,4.50%,7.71,312.80M,36.41%,22.59%,7.00%,8.10%,4.46B
PCGU,12.83,1229.75,-,-,-,0.12,3.67%,-,-,19.80%,-,-,-,54.79%,5.33%,-,0.00%,22.09B
QINT,-,-,-,-,-,-,3.12%,-,-,-,-,-,-,10.41%,14.29%,-,-,-
XTL,-,-,-,-,-,-,0.73%,-,-,-,-,-,-,-1.37%,-5.80%,-,-,-
MCSE,,,,,,,,,,,,,,,,,,
POST,1.48,13.91,18.49,0.29,1.68,6.30,-,11.80%,4.40%,-90.30%,1.10%,4.73,400.10M,14.96%,-2.77%,6.40%,0.00%,6.29B
EPR$C,,,,,,,,,,,,,,,,,,
BYRE,,,,,,,,,,,,,,,,,,
MET$A,,,,,,,,,,,,,,,,,,
PFIN,0.48,-,-,-,0.18,-0.16,3.15%,-1.20%,-2.20%,154.10%,3.20%,-,-0.50M,9.54%,26.14%,-0.90%,-,60.80M
WSO,6.89,23.94,24.99,5.42,0.16,15.34,2.67%,29.10%,36.00%,-2.50%,0.75%,14.70,549.50M,49.90%,47.27%,7.50%,58.80%,7.30B
AVSC,-,-,-,-,-,-,1.15%,-,-,-,-,-,-,7.75%,5.17%,-,-,-
PVH,1.03,26.69,7.52,2.35,0.45,3.15,0.18%,4.00%,3.80%,10.50%,0.50%,11.19,203.30M,33.09%,19.53%,2.20%,4.70%,9.06B
OGCP,,,,,,,,,,,,,,,,,,
TCS,0.57,-,5.61,-,0.64,-3.24,-,-40.00%,-33.20%,-935.00%,1.10%,0.54,-158.90M,-60.80%,-33.87%,-15.20%,-,1.05B
CCRD,4.10,34.56,15.51,-,0.00,0.75,-,12.30%,25.30%,-85.30%,25.57%,1.68,6.50M,16.24%,-10.32%,10.70%,0.00%,60.20M
DFUS,-,-,-,-,-,-,1.56%,-,-,-,-,-,-,17.08%,15.33%,-,-,-
IGSB,-,-,-,-,-,-,2.61%,-,-,-,-,-,-,-0.21%,0.58%,-,-,-
HLTH,0.15,-,-,-,0.01,-1.95,-,-50.60%,-33.80%,-,12.80%,-1.08,-291.10M,-89.47%,-77.62%,-88.50%,-,328.80M
AXSM,32.93,-,-,-,1.32,-3.80,-,-161.20%,-88.20%,75.10%,18.49%,-1.50,-158.70M,261.52%,7.81%,-,-,144.60M
SGLC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.51%,-,-,-
DGZ,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.96%,-6.42%,-,-,-
AUR,1.58,-,-,-,0.00,-1.61,-,-96.50%,-103.80%,-145.60%,0.20%,-0.60,-1842.20M,-9.96%,83.06%,-,-,26.00M
FONR,0.76,12.51,-,-,0.01,1.39,-,6.40%,10.90%,70.20%,1.50%,-,9.80M,12.93%,4.03%,10.00%,0.00%,97.70M
PGHY,-,-,-,-,-,-,5.71%,-,-,-,-,-,-,-0.26%,1.25%,-,-,-
ESGA,,,,,,,,,,,,,,,,,,
FRSH,4.76,-,123.88,-,0.00,-0.79,-,-21.30%,-23.30%,16.60%,1.70%,0.14,-225.70M,48.24%,12.77%,-43.30%,-,521.10M
NBY,0.23,-,-,-,0.00,-10.17,-,-,-189.70%,-,0.10%,-0.14,-17.90M,-90.28%,-63.89%,-,-,14.30M
UDIV,,,,,,,,,,,,,,,,,,
GNE,1.85,7.86,-,-,0.00,1.78,2.14%,-,-,-43.40%,3.50%,-,47.20M,71.95%,33.37%,-,13.89%,334.90M
CNA,1.20,11.86,7.65,2.37,0.32,3.22,4.39%,10.10%,8.90%,0.90%,0.31%,5.00,878.00M,-8.48%,-6.42%,7.20%,50.10%,12.15B
CRVS,2.37,-,-,-,0.00,-0.88,-,-65.40%,-,5.10%,0.10%,-0.48,-40.90M,122.24%,158.82%,-,-,-
LVHD,-,-,-,-,-,-,3.36%,-,-,-,-,-,-,1.73%,-2.55%,-,-,-
EMLDU,,,,,,,,,,,,,,,,,,
CUE,3.15,-,-,-,0.18,-1.35,-,-89.70%,-70.30%,32.80%,4.42%,-1.35,-51.90M,30.42%,41.40%,-,-,0.40M
ABVC,12.02,-,-,-,2.41,-0.38,-,-244.80%,-320.40%,72.70%,38.99%,-0.44,-12.30M,-40.66%,-6.96%,-,-,1.10M
PHYT.U,,,,,,,,,,,,,,,,,,
CPIX,0.68,-,-,-,0.44,-0.28,-,-10.60%,-11.00%,114.00%,2.10%,-,-4.00M,-14.29%,-25.33%,-10.00%,-,40.10M
ROST,8.46,23.95,19.93,2.37,0.57,4.50,1.24%,36.60%,22.50%,12.50%,0.10%,5.41,1.54B,41.53%,-7.33%,8.20%,27.90%,18.86B
ILF,-,-,-,-,-,-,8.33%,-,-,-,-,-,-,13.85%,19.97%,-,-,-
AZO,-,19.63,17.13,1.97,-,127.23,-,-64.60%,90.60%,10.50%,0.10%,145.80,2.47B,24.23%,1.44%,14.10%,0.00%,17.11B
BUI,-,-,-,-,-,-2.04,6.31%,-,-,-,-,-,-,8.26%,11.02%,-,-,-
BCIM,,,,,,,,,,,,,,,,,,
GPRO,1.12,-,7.50,-,0.00,-0.05,-,-1.10%,4.40%,-603.40%,1.20%,0.56,-6.70M,-30.10%,-16.06%,-0.60%,0.00%,1.05B
BLPH,0.69,-,-,-,0.00,-1.22,-,-138.40%,-,145.00%,0.70%,-1.46,-11.40M,-26.71%,-22.63%,-,-,5.60M
GLSI,12.13,-,-,-,0.00,-0.63,-,-55.70%,-,-9.70%,23.20%,-,-8.00M,31.40%,-29.80%,-,-,-
NUBIU,,,,,,,,,,,,,,,,,,
SGHT,2.82,-,-,-,0.23,-1.67,-,-47.70%,-43.40%,27.90%,3.10%,-0.93,-80.00M,6.65%,-29.77%,-,-,75.30M
ETHO,-,-,-,-,-,-,1.03%,-,-,-,-,-,-,10.25%,7.50%,-,-,-
R,1.28,5.04,7.13,-,2.11,16.41,3.00%,-,6.50%,-14.10%,1.10%,11.59,822.10M,7.96%,-1.51%,-,14.45%,12.11B
TENB,16.61,-,54.71,-,1.25,-0.83,-,-35.00%,-11.80%,1.40%,0.40%,0.78,-92.80M,-9.49%,7.64%,-13.00%,-,712.70M
BUSE,0.97,8.64,9.41,1.44,0.45,2.43,4.56%,11.80%,19.40%,29.40%,2.10%,2.23,136.70M,-7.91%,-16.14%,34.60%,38.10%,395.00M
BBAI,-,-,-,-,-,-1.00,-,547.90%,-69.50%,-32.50%,87.75%,-0.20,-129.10M,-36.95%,279.99%,-80.30%,-,160.80M
GDIV,-,-,-,-,-,-,2.23%,-,-,-,-,-,-,7.04%,5.78%,-,-,-
BSET,0.67,5.82,7.59,0.36,0.00,2.50,4.40%,31.60%,13.30%,-63.10%,3.40%,1.92,22.50M,-10.32%,-17.29%,12.90%,9.10%,475.40M
DTB,,,,,,,,,,,,,,,,,,
CETX,0.99,-,911.00,-,2.71,-9.83,-,-90.50%,-50.00%,87.30%,13.74%,0.01,-7.50M,-2.79%,112.26%,-19.50%,-,54.90M
MYRG,3.88,26.43,19.62,3.30,0.05,5.10,-,15.60%,13.90%,14.00%,0.60%,6.87,85.90M,55.99%,45.55%,2.70%,0.00%,3.18B
CMRX,0.53,0.73,-,-,0.00,2.00,-,87.90%,-23.50%,14.90%,0.80%,-0.83,175.60M,1.46%,-25.27%,-,0.00%,34.10M
HILS,1.38,-,-,-,0.00,-0.71,-,-132.00%,-,16.10%,25.50%,-0.17,-8.20M,-70.57%,-3.36%,-,-,-
AMTI,0.34,-,-,-,0.02,-2.87,-,-163.50%,-,35.30%,1.40%,-0.88,-111.70M,-89.34%,-27.14%,-,-,-
HNRG,1.14,6.10,2.56,-,0.39,1.34,-,-,9.10%,284.70%,1.50%,3.20,51.10M,31.67%,-20.52%,-,0.00%,491.40M
CBAT,1.08,-,-,-,0.17,-0.13,-,-9.30%,-7.70%,-409.60%,20.32%,-,-11.30M,15.93%,32.32%,-5.30%,-,210.90M
SEAL$A,,,,,,,,,,,,,,,,,,
PLTN,1.36,182.43,-,-,0.00,0.06,-,1.50%,-,-,22.68%,-,0.40M,-,4.37%,-,0.00%,-
COF$K,,,,,,,,,,,,,,,,,,
MGNX,3.40,-,-,-,0.00,-1.48,-,-70.70%,-85.50%,43.20%,0.10%,-2.12,-91.30M,156.17%,-10.28%,-55.20%,-,165.30M
BSMS,-,-,-,-,-,-,2.04%,-,-,-,-,-,-,1.72%,0.65%,-,-,-
JFIN,1.46,1.70,-,-,0.00,3.44,-,134.60%,90.80%,95.50%,1.52%,-,184.90M,160.65%,144.78%,33.90%,0.00%,546.00M
RDI,1.02,-,-,-,3.40,-1.64,-,-47.40%,-10.60%,-,0.80%,-0.01,-36.20M,-15.50%,4.33%,-17.80%,-,203.10M
GDHG,4.36,15.63,-,-,0.00,0.28,-,-,29.90%,28.50%,65.94%,-,14.30M,-,12.22%,34.30%,0.00%,41.80M
EMXF,,,,,,,,,,,,,,,,,,
APMI,,,,,,,,,,,,,,,,,,
XAIR,3.53,-,-,-,0.00,-1.86,-,-89.60%,-,-47.70%,9.70%,-1.73,-55.70M,6.99%,-8.01%,-,-,-
EMCA,,,,,,,,,,,,,,,,,,
VNT,7.77,21.43,10.03,4.12,3.98,1.48,0.31%,42.30%,14.30%,-64.70%,0.40%,3.17,233.90M,34.13%,63.06%,7.30%,6.70%,3.21B
GLO,0.80,-,-,-,-,-5.04,11.71%,-,-,-,-,-,-,-34.07%,-3.25%,-,-,8.94M
IHT,4.01,50.00,-,-,1.53,0.06,0.70%,8.00%,7.20%,-78.20%,68.11%,-,0.50M,25.49%,80.24%,7.30%,34.90%,7.10M
AHT$D,,,,,,,,,,,,,,,,,,
PETS,2.29,1162.50,20.22,-,0.00,0.01,8.60%,0.20%,-2.20%,-184.10%,0.80%,0.69,0.20M,-35.25%,-21.13%,0.10%,10833.05%,256.90M
CCTSU,,,,,,,,,,,,,,,,,,
RIO,2.21,8.97,-,-,0.24,7.62,13.30%,24.20%,22.70%,-45.60%,6.50%,-,12.42B,-2.43%,-4.73%,22.40%,64.40%,55.55B
QQEW,-,-,-,-,-,-,0.55%,-,-,-,-,-,-,22.00%,20.74%,-,-,-
ODP,1.48,9.96,9.89,0.81,0.19,4.27,-,13.40%,12.10%,52.70%,0.40%,4.30,195.00M,13.98%,-8.34%,2.20%,0.00%,8.42B
TXO,0.90,14.96,16.81,-,0.43,1.39,9.59%,-,9.80%,467.20%,25.06%,1.24,41.80M,-,-6.73%,14.20%,0.00%,293.50M
BHFAN,0.20,1.32,-,-,-,12.61,8.07%,-,-,-,-,-,-,-11.24%,-3.39%,-,-,7.74B
ARDC,-,-,-,-,-,-2.00,11.18%,-,-,-,1.75%,-,-,-3.13%,3.47%,-,-,-
WPRT,0.56,-,-,-,0.29,-2.23,-,-24.30%,-19.70%,-240.10%,-,-1.28,-68.10M,-25.53%,9.58%,-16.40%,-,415.70M
SPTI,-,-,-,-,-,-,2.12%,-,-,-,-,-,-,-1.77%,0.53%,-,-,-
AEYE,7.04,-,-,-,0.21,-0.77,-,-79.30%,-82.80%,45.30%,8.50%,-0.38,-8.80M,9.54%,43.86%,-28.70%,-,30.80M
AQUNU,,,,,,,,,,,,,,,,,,
HTBK,0.81,7.21,7.60,1.03,0.06,1.19,6.07%,11.60%,22.50%,46.20%,0.50%,1.13,72.60M,-22.85%,-35.96%,35.40%,43.50%,205.20M
JAKK,1.55,2.57,4.84,0.17,0.21,8.65,-,75.40%,47.90%,-32.80%,0.70%,4.59,88.50M,90.05%,24.53%,11.30%,0.00%,782.80M
CDL,-,-,-,-,-,-,3.82%,-,-,-,-,-,-,-0.25%,-3.14%,-,-,-
DOMH,0.23,-,-,-,0.00,-4.38,-,-30.00%,-,43.10%,9.00%,-,-23.40M,-46.62%,-10.82%,-,-,-
FLGB,-,-,-,-,-,-,3.82%,-,-,-,-,-,-,8.20%,9.00%,-,-,-
PKBK,0.78,5.07,-,0.19,0.16,3.52,4.03%,16.40%,18.60%,10.50%,5.80%,-,42.80M,-21.60%,-15.02%,45.60%,19.50%,93.90M
NUSC,-,-,-,-,-,-,1.07%,-,-,-,-,-,-,10.37%,7.08%,-,-,-
ASB$F,,,,,,,,,,,,,,,,,,
NTIP,1.00,-,-,-,0.00,-0.07,4.52%,-3.00%,-,52.40%,16.20%,-,-1.60M,-3.08%,0.00%,-,-,0.50M
VVI,-,37.94,22.32,2.71,-,0.65,-,-,8.20%,17.40%,0.20%,1.10,13.50M,-14.53%,-0.62%,-,-,1.21B
SRLN,-,-,-,-,-,-,6.83%,-,-,-,-,-,-,-2.11%,1.53%,-,-,-
LNT,2.13,20.59,17.44,3.38,1.43,2.61,3.37%,10.50%,6.00%,-15.30%,0.16%,3.08,656.00M,-3.21%,-2.28%,15.60%,66.40%,4.21B
EDI,-,-,-,-,-,-1.67,17.54%,-,-,-,0.57%,-,-,-10.19%,-0.99%,-,-,-
MLNK,2.88,-,58.35,-,0.74,-0.15,-,-2.10%,2.40%,-175.10%,1.20%,0.35,-11.90M,25.37%,47.56%,-4.10%,0.00%,292.40M
GCLN,,,,,,,,,,,,,,,,,,
MRDB,-,-,-,-,-,-1.25,-,-,-206.30%,-583.70%,39.30%,-,-73.80M,-89.86%,-74.94%,-,-,70.00M
HIYS,,,,,,,,,,,,,,,,,,
RRC,2.00,3.24,8.27,0.27,0.00,8.55,1.15%,-,53.80%,207.10%,0.20%,3.35,2.07B,-6.16%,15.11%,-,3.35%,5.03B
