,P/B,P/E,Forward P/E,PEG,Debt/Eq,EPS (ttm),Dividend %,ROE,ROI,EPS Q/Q,Insider Own,EPS next Y,Income,Perf Year,Perf YTD,Profit Margin,Payout,Sales
HCCI,,,,,,,,,,,,,,,,,,
RGEN,,,,,,,,,,,,,,,,,,
YTRA,,,,,,,,,,,,,,,,,,
VYNE,,,,,,,,,,,,,,,,,,
VRAX,,,,,,,,,,,,,,,,,,
FUV,,,,,,,,,,,,,,,,,,
SDSI,,,,,,,,,,,,,,,,,,
FDIG,,,,,,,,,,,,,,,,,,
SAMA,,,,,,,,,,,,,,,,,,
CRGE,,,,,,,,,,,,,,,,,,
XLO,,,,,,,,,,,,,,,,,,
CUEN,,,,,,,,,,,,,,,,,,
WEN,,,,,,,,,,,,,,,,,,
SPFI,,,,,,,,,,,,,,,,,,
KLTR,,,,,,,,,,,,,,,,,,
GRPH,,,,,,,,,,,,,,,,,,
BNIX,,,,,,,,,,,,,,,,,,
ICCM,,,,,,,,,,,,,,,,,,
SNSR,,,,,,,,,,,,,,,,,,
SHLS,,,,,,,,,,,,,,,,,,
SPCB,,,,,,,,,,,,,,,,,,
BKWO,,,,,,,,,,,,,,,,,,
AFYA,,,,,,,,,,,,,,,,,,
BNRG,,,,,,,,,,,,,,,,,,
ALZN,,,,,,,,,,,,,,,,,,
LSEA,,,,,,,,,,,,,,,,,,
BYSI,,,,,,,,,,,,,,,,,,
MHLD,,,,,,,,,,,,,,,,,,
BLNG,,,,,,,,,,,,,,,,,,
FNK,,,,,,,,,,,,,,,,,,
NSIT,,,,,,,,,,,,,,,,,,
OSTK,,,,,,,,,,,,,,,,,,
LILAK,,,,,,,,,,,,,,,,,,
EYPT,,,,,,,,,,,,,,,,,,
MOBQ,,,,,,,,,,,,,,,,,,
ODP,,,,,,,,,,,,,,,,,,
IXAQU,,,,,,,,,,,,,,,,,,
SVRA,,,,,,,,,,,,,,,,,,
MNDO,,,,,,,,,,,,,,,,,,
ASTE,,,,,,,,,,,,,,,,,,
THCPU,,,,,,,,,,,,,,,,,,
ONCR,,,,,,,,,,,,,,,,,,
JEWL,,,,,,,,,,,,,,,,,,
SCRM,,,,,,,,,,,,,,,,,,
CHTR,,,,,,,,,,,,,,,,,,
EXLS,,,,,,,,,,,,,,,,,,
GRI,,,,,,,,,,,,,,,,,,
EOSE,,,,,,,,,,,,,,,,,,
JAQC,,,,,,,,,,,,,,,,,,
TMPO,,,,,,,,,,,,,,,,,,
MURFU,,,,,,,,,,,,,,,,,,
AADI,,,,,,,,,,,,,,,,,,
ASNS,,,,,,,,,,,,,,,,,,
PFTAU,,,,,,,,,,,,,,,,,,
CZFS,,,,,,,,,,,,,,,,,,
SQQQ,,,,,,,,,,,,,,,,,,
ATMCU,,,,,,,,,,,,,,,,,,
GLLIU,,,,,,,,,,,,,,,,,,
IRWD,,,,,,,,,,,,,,,,,,
NUVL,,,,,,,,,,,,,,,,,,
DPRO,,,,,,,,,,,,,,,,,,
FIXX,,,,,,,,,,,,,,,,,,
OSUR,,,,,,,,,,,,,,,,,,
ACGLN,,,,,,,,,,,,,,,,,,
STIM,,,,,,,,,,,,,,,,,,
TCBI,,,,,,,,,,,,,,,,,,
FWRG,,,,,,,,,,,,,,,,,,
POOL,,,,,,,,,,,,,,,,,,
ALTR,,,,,,,,,,,,,,,,,,
GNTX,,,,,,,,,,,,,,,,,,
CWBR,,,,,,,,,,,,,,,,,,
TSP,,,,,,,,,,,,,,,,,,
AMSWA,,,,,,,,,,,,,,,,,,
RPD,,,,,,,,,,,,,,,,,,
LRMR,,,,,,,,,,,,,,,,,,
BIAF,,,,,,,,,,,,,,,,,,
SYNA,,,,,,,,,,,,,,,,,,
IRMD,,,,,,,,,,,,,,,,,,
AGNG,,,,,,,,,,,,,,,,,,
RNW,,,,,,,,,,,,,,,,,,
COEP,,,,,,,,,,,,,,,,,,
CRTO,,,,,,,,,,,,,,,,,,
CCTSU,,,,,,,,,,,,,,,,,,
JOUT,,,,,,,,,,,,,,,,,,
MOBV,,,,,,,,,,,,,,,,,,
CSX,,,,,,,,,,,,,,,,,,
SATL,,,,,,,,,,,,,,,,,,
FICVU,,,,,,,,,,,,,,,,,,
CVAC,,,,,,,,,,,,,,,,,,
CNSL,,,,,,,,,,,,,,,,,,
GDS,,,,,,,,,,,,,,,,,,
FSRX,,,,,,,,,,,,,,,,,,
RWAY,,,,,,,,,,,,,,,,,,
SOHU,,,,,,,,,,,,,,,,,,
SWSS,,,,,,,,,,,,,,,,,,
CFLT,,,,,,,,,,,,,,,,,,
BPYPN,,,,,,,,,,,,,,,,,,
LIND,,,,,,,,,,,,,,,,,,
IMGN,,,,,,,,,,,,,,,,,,
TNYA,,,,,,,,,,,,,,,,,,
TKNO,,,,,,,,,,,,,,,,,,
AXTI,,,,,,,,,,,,,,,,,,
STCN,,,,,,,,,,,,,,,,,,
LITE,,,,,,,,,,,,,,,,,,
CHRS,,,,,,,,,,,,,,,,,,
BLCM,,,,,,,,,,,,,,,,,,
ATLO,,,,,,,,,,,,,,,,,,
FDMT,,,,,,,,,,,,,,,,,,
ABIO,,,,,,,,,,,,,,,,,,
FBMS,,,,,,,,,,,,,,,,,,
PEV,,,,,,,,,,,,,,,,,,
HFWA,,,,,,,,,,,,,,,,,,
METCL,,,,,,,,,,,,,,,,,,
FIAC,,,,,,,,,,,,,,,,,,
KACL,,,,,,,,,,,,,,,,,,
STRM,,,,,,,,,,,,,,,,,,
GEN,,,,,,,,,,,,,,,,,,
LMBS,,,,,,,,,,,,,,,,,,
OBIO,,,,,,,,,,,,,,,,,,
MARA,,,,,,,,,,,,,,,,,,
PWP,,,,,,,,,,,,,,,,,,
AVRO,,,,,,,,,,,,,,,,,,
IBCP,,,,,,,,,,,,,,,,,,
QQJG,,,,,,,,,,,,,,,,,,
ACGN,,,,,,,,,,,,,,,,,,
ICCC,,,,,,,,,,,,,,,,,,
RFDI,,,,,,,,,,,,,,,,,,
HPK,,,,,,,,,,,,,,,,,,
RGNX,,,,,,,,,,,,,,,,,,
RELL,,,,,,,,,,,,,,,,,,
RCON,,,,,,,,,,,,,,,,,,
GEOS,,,,,,,,,,,,,,,,,,
IBOC,,,,,,,,,,,,,,,,,,
OMCL,,,,,,,,,,,,,,,,,,
PTEN,,,,,,,,,,,,,,,,,,
CUTR,,,,,,,,,,,,,,,,,,
IGSB,,,,,,,,,,,,,,,,,,
BRLI,,,,,,,,,,,,,,,,,,
ANGI,,,,,,,,,,,,,,,,,,
RVMD,,,,,,,,,,,,,,,,,,
IBTD,,,,,,,,,,,,,,,,,,
ARHS,,,,,,,,,,,,,,,,,,
KWE,,,,,,,,,,,,,,,,,,
HHGCU,,,,,,,,,,,,,,,,,,
SCSC,,,,,,,,,,,,,,,,,,
AFARU,,,,,,,,,,,,,,,,,,
NKTR,,,,,,,,,,,,,,,,,,
EBMT,,,,,,,,,,,,,,,,,,
BCLI,,,,,,,,,,,,,,,,,,
ASCA,,,,,,,,,,,,,,,,,,
BRZE,,,,,,,,,,,,,,,,,,
TOPS,,,,,,,,,,,,,,,,,,
LVHD,,,,,,,,,,,,,,,,,,
SDIG,,,,,,,,,,,,,,,,,,
TCBP,,,,,,,,,,,,,,,,,,
BAFN,,,,,,,,,,,,,,,,,,
EXFY,,,,,,,,,,,,,,,,,,
APPS,,,,,,,,,,,,,,,,,,
SECO,,,,,,,,,,,,,,,,,,
UTEN,,,,,,,,,,,,,,,,,,
QLI,,,,,,,,,,,,,,,,,,
SGA,,,,,,,,,,,,,,,,,,
CIBR,,,,,,,,,,,,,,,,,,
MDWD,,,,,,,,,,,,,,,,,,
CSTR,,,,,,,,,,,,,,,,,,
FCNCO,,,,,,,,,,,,,,,,,,
QUIK,,,,,,,,,,,,,,,,,,
BOKF,,,,,,,,,,,,,,,,,,
TSLL,,,,,,,,,,,,,,,,,,
VRIG,,,,,,,,,,,,,,,,,,
CNTG,,,,,,,,,,,,,,,,,,
GSDWU,,,,,,,,,,,,,,,,,,
MMSI,,,,,,,,,,,,,,,,,,
ANDE,,,,,,,,,,,,,,,,,,
APGN,,,,,,,,,,,,,,,,,,
THFF,,,,,,,,,,,,,,,,,,
TBNK,,,,,,,,,,,,,,,,,,
MNDY,,,,,,,,,,,,,,,,,,
ZVRA,,,,,,,,,,,,,,,,,,
APLD,,,,,,,,,,,,,,,,,,
IVAC,,,,,,,,,,,,,,,,,,
XM,,,,,,,,,,,,,,,,,,
FWRD,,,,,,,,,,,,,,,,,,
COOP,,,,,,,,,,,,,,,,,,
YI,,,,,,,,,,,,,,,,,,
MYRG,,,,,,,,,,,,,,,,,,
BJRI,,,,,,,,,,,,,,,,,,
PMTS,,,,,,,,,,,,,,,,,,
FTSM,,,,,,,,,,,,,,,,,,
ZCZZT,,,,,,,,,,,,,,,,,,
RPRX,,,,,,,,,,,,,,,,,,
ACB,,,,,,,,,,,,,,,,,,
FRST,,,,,,,,,,,,,,,,,,
BNR,,,,,,,,,,,,,,,,,,
FINW,,,,,,,,,,,,,,,,,,
CRSR,,,,,,,,,,,,,,,,,,
FIXD,,,,,,,,,,,,,,,,,,
FSV,,,,,,,,,,,,,,,,,,
PTC,,,,,,,,,,,,,,,,,,
CVV,,,,,,,,,,,,,,,,,,
SMX,,,,,,,,,,,,,,,,,,
HONE,,,,,,,,,,,,,,,,,,
LIBY,,,,,,,,,,,,,,,,,,
ATHA,,,,,,,,,,,,,,,,,,
PRLHU,,,,,,,,,,,,,,,,,,
BBSI,,,,,,,,,,,,,,,,,,
SVC,,,,,,,,,,,,,,,,,,
BCAN,,,,,,,,,,,,,,,,,,
MELI,,,,,,,,,,,,,,,,,,
UCL,,,,,,,,,,,,,,,,,,
DWAS,,,,,,,,,,,,,,,,,,
CSLMU,,,,,,,,,,,,,,,,,,
BIOX,,,,,,,,,,,,,,,,,,
NBRV,,,,,,,,,,,,,,,,,,
SHLT,,,,,,,,,,,,,,,,,,
ZING,,,,,,,,,,,,,,,,,,
FFIV,,,,,,,,,,,,,,,,,,
SBLK,,,,,,,,,,,,,,,,,,
PCYO,,,,,,,,,,,,,,,,,,
TBLT,,,,,,,,,,,,,,,,,,
TRIN,,,,,,,,,,,,,,,,,,
CTRM,,,,,,,,,,,,,,,,,,
EUDA,,,,,,,,,,,,,,,,,,
IRTC,,,,,,,,,,,,,,,,,,
MRTN,,,,,,,,,,,,,,,,,,
BELFA,,,,,,,,,,,,,,,,,,
MDCP,,,,,,,,,,,,,,,,,,
HOUR,,,,,,,,,,,,,,,,,,
SFR,,,,,,,,,,,,,,,,,,
ECPG,,,,,,,,,,,,,,,,,,
BYOB,,,,,,,,,,,,,,,,,,
NEWTZ,,,,,,,,,,,,,,,,,,
HMAC,,,,,,,,,,,,,,,,,,
AEI,,,,,,,,,,,,,,,,,,
MNTX,,,,,,,,,,,,,,,,,,
VRNT,,,,,,,,,,,,,,,,,,
ARVR,,,,,,,,,,,,,,,,,,
LSXMK,,,,,,,,,,,,,,,,,,
PFTA,,,,,,,,,,,,,,,,,,
ALGM,,,,,,,,,,,,,,,,,,
SBRA,,,,,,,,,,,,,,,,,,
GLAD,,,,,,,,,,,,,,,,,,
QSI,,,,,,,,,,,,,,,,,,
TGAA,,,,,,,,,,,,,,,,,,
LULU,,,,,,,,,,,,,,,,,,
GDST,,,,,,,,,,,,,,,,,,
REFR,,,,,,,,,,,,,,,,,,
SBSI,,,,,,,,,,,,,,,,,,
SOND,,,,,,,,,,,,,,,,,,
BLNGU,,,,,,,,,,,,,,,,,,
CMCA,,,,,,,,,,,,,,,,,,
WIRE,,,,,,,,,,,,,,,,,,
CRGO,,,,,,,,,,,,,,,,,,
ZEUS,,,,,,,,,,,,,,,,,,
RILYO,,,,,,,,,,,,,,,,,,
WPRT,,,,,,,,,,,,,,,,,,
YORW,,,,,,,,,,,,,,,,,,
FTNT,,,,,,,,,,,,,,,,,,
DVY,,,,,,,,,,,,,,,,,,
LSXMB,,,,,,,,,,,,,,,,,,
OFIX,,,,,,,,,,,,,,,,,,
BSCT,,,,,,,,,,,,,,,,,,
SHPH,,,,,,,,,,,,,,,,,,
ONBPO,,,,,,,,,,,,,,,,,,
ALOT,,,,,,,,,,,,,,,,,,
FULC,,,,,,,,,,,,,,,,,,
SARK,,,,,,,,,,,,,,,,,,
IGMS,,,,,,,,,,,,,,,,,,
INKT,,,,,,,,,,,,,,,,,,
ALRN,,,,,,,,,,,,,,,,,,
PRSR,,,,,,,,,,,,,,,,,,
TLIS,,,,,,,,,,,,,,,,,,
MLCO,,,,,,,,,,,,,,,,,,
PBTS,,,,,,,,,,,,,,,,,,
BGXX,,,,,,,,,,,,,,,,,,
ALSAU,,,,,,,,,,,,,,,,,,
CYBR,,,,,,,,,,,,,,,,,,
RLMD,,,,,,,,,,,,,,,,,,
AMCX,,,,,,,,,,,,,,,,,,
CNET,,,,,,,,,,,,,,,,,,
DWAC,,,,,,,,,,,,,,,,,,
WVVI,,,,,,,,,,,,,,,,,,
NVDL,,,,,,,,,,,,,,,,,,
NB,,,,,,,,,,,,,,,,,,
CRBP,,,,,,,,,,,,,,,,,,
QNCX,,,,,,,,,,,,,,,,,,
LOVE,,,,,,,,,,,,,,,,,,
COCP,,,,,,,,,,,,,,,,,,
NWBI,,,,,,,,,,,,,,,,,,
NSPR,,,,,,,,,,,,,,,,,,
MDIA,,,,,,,,,,,,,,,,,,
BRP,,,,,,,,,,,,,,,,,,
NEOG,,,,,,,,,,,,,,,,,,
CXDO,,,,,,,,,,,,,,,,,,
VTVT,,,,,,,,,,,,,,,,,,
XELA,,,,,,,,,,,,,,,,,,
CIL,,,,,,,,,,,,,,,,,,
ARTL,,,,,,,,,,,,,,,,,,
AQUNU,,,,,,,,,,,,,,,,,,
WWAC,,,,,,,,,,,,,,,,,,
GFGD,,,,,,,,,,,,,,,,,,
III,,,,,,,,,,,,,,,,,,
KFFB,,,,,,,,,,,,,,,,,,
CELU,,,,,,,,,,,,,,,,,,
SNLN,,,,,,,,,,,,,,,,,,
ATXS,,,,,,,,,,,,,,,,,,
DMLP,,,,,,,,,,,,,,,,,,
CLOE,,,,,,,,,,,,,,,,,,
PGEN,,,,,,,,,,,,,,,,,,
MANH,,,,,,,,,,,,,,,,,,
OXSQ,,,,,,,,,,,,,,,,,,
NRXP,,,,,,,,,,,,,,,,,,
EJH,,,,,,,,,,,,,,,,,,
OLIT,,,,,,,,,,,,,,,,,,
UDMY,,,,,,,,,,,,,,,,,,
TRVG,,,,,,,,,,,,,,,,,,
EVO,,,,,,,,,,,,,,,,,,
INZY,,,,,,,,,,,,,,,,,,
AVAH,,,,,,,,,,,,,,,,,,
GRIN,,,,,,,,,,,,,,,,,,
KNSA,,,,,,,,,,,,,,,,,,
BKR,,,,,,,,,,,,,,,,,,
CNFRL,,,,,,,,,,,,,,,,,,
EDTXU,,,,,,,,,,,,,,,,,,
TUR,,,,,,,,,,,,,,,,,,
SYBX,,,,,,,,,,,,,,,,,,
OPINL,,,,,,,,,,,,,,,,,,
ADOC,,,,,,,,,,,,,,,,,,
ICLR,,,,,,,,,,,,,,,,,,
VAXX,,,,,,,,,,,,,,,,,,
EIGR,,,,,,,,,,,,,,,,,,
FDNI,,,,,,,,,,,,,,,,,,
OMAB,,,,,,,,,,,,,,,,,,
DSWL,,,,,,,,,,,,,,,,,,
INAQ,,,,,,,,,,,,,,,,,,
MBIN,,,,,,,,,,,,,,,,,,
FLEX,,,,,,,,,,,,,,,,,,
GRPN,,,,,,,,,,,,,,,,,,
CYN,,,,,,,,,,,,,,,,,,
BZFD,,,,,,,,,,,,,,,,,,
EXEL,,,,,,,,,,,,,,,,,,
SHYF,,,,,,,,,,,,,,,,,,
TALK,,,,,,,,,,,,,,,,,,
OXLCM,,,,,,,,,,,,,,,,,,
ASET,,,,,,,,,,,,,,,,,,
CLSA,,,,,,,,,,,,,,,,,,
ARIZ,,,,,,,,,,,,,,,,,,
DFFN,,,,,,,,,,,,,,,,,,
FAD,,,,,,,,,,,,,,,,,,
ACNT,,,,,,,,,,,,,,,,,,
JGGC,,,,,,,,,,,,,,,,,,
MLEC,,,,,,,,,,,,,,,,,,
FWBI,,,,,,,,,,,,,,,,,,
XXII,,,,,,,,,,,,,,,,,,
CSF,,,,,,,,,,,,,,,,,,
HYMC,,,,,,,,,,,,,,,,,,
TCHI,,,,,,,,,,,,,,,,,,
PIRS,,,,,,,,,,,,,,,,,,
SNDL,,,,,,,,,,,,,,,,,,
SDAC,,,,,,,,,,,,,,,,,,
CRNT,,,,,,,,,,,,,,,,,,
CLOEU,,,,,,,,,,,,,,,,,,
LRCX,,,,,,,,,,,,,,,,,,
AFCG,,,,,,,,,,,,,,,,,,
VBIV,,,,,,,,,,,,,,,,,,
PTMN,,,,,,,,,,,,,,,,,,
DBTX,,,,,,,,,,,,,,,,,,
MKAM,,,,,,,,,,,,,,,,,,
HLVX,,,,,,,,,,,,,,,,,,
CCOI,,,,,,,,,,,,,,,,,,
GRNQ,,,,,,,,,,,,,,,,,,
CG,,,,,,,,,,,,,,,,,,
FTA,,,,,,,,,,,,,,,,,,
SSNT,,,,,,,,,,,,,,,,,,
ACVA,,,,,,,,,,,,,,,,,,
IBTG,,,,,,,,,,,,,,,,,,
FNWB,,,,,,,,,,,,,,,,,,
RILYL,,,,,,,,,,,,,,,,,,
AACG,,,,,,,,,,,,,,,,,,
RPHM,,,,,,,,,,,,,,,,,,
SISI,,,,,,,,,,,,,,,,,,
BLUE,,,,,,,,,,,,,,,,,,
CATH,,,,,,,,,,,,,,,,,,
BMBL,,,,,,,,,,,,,,,,,,
AMSF,,,,,,,,,,,,,,,,,,
RNDM,,,,,,,,,,,,,,,,,,
FGMCU,,,,,,,,,,,,,,,,,,
WKHS,,,,,,,,,,,,,,,,,,
WGS,,,,,,,,,,,,,,,,,,
PLUG,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,,,
OST,,,,,,,,,,,,,,,,,,
IPKW,,,,,,,,,,,,,,,,,,
QTEK,,,,,,,,,,,,,,,,,,
CUE,,,,,,,,,,,,,,,,,,
BKNG,,,,,,,,,,,,,,,,,,
TER,,,,,,,,,,,,,,,,,,
HCMAU,,,,,,,,,,,,,,,,,,
CRWS,,,,,,,,,,,,,,,,,,
WDFC,,,,,,,,,,,,,,,,,,
WAVSU,,,,,,,,,,,,,,,,,,
CYXT,,,,,,,,,,,,,,,,,,
FIZZ,,,,,,,,,,,,,,,,,,
ICFI,,,,,,,,,,,,,,,,,,
XFOR,,,,,,,,,,,,,,,,,,
AFIB,,,,,,,,,,,,,,,,,,
TCRX,,,,,,,,,,,,,,,,,,
BTDR,,,,,,,,,,,,,,,,,,
VLY,,,,,,,,,,,,,,,,,,
TETEU,,,,,,,,,,,,,,,,,,
COOLU,,,,,,,,,,,,,,,,,,
RCAC,,,,,,,,,,,,,,,,,,
STAA,,,,,,,,,,,,,,,,,,
IUS,,,,,,,,,,,,,,,,,,
DRIV,,,,,,,,,,,,,,,,,,
SYT,,,,,,,,,,,,,,,,,,
TOUR,,,,,,,,,,,,,,,,,,
PCTY,,,,,,,,,,,,,,,,,,
MRTX,,,,,,,,,,,,,,,,,,
PDBA,,,,,,,,,,,,,,,,,,
ONVO,,,,,,,,,,,,,,,,,,
CHEA,,,,,,,,,,,,,,,,,,
NVAC,,,,,,,,,,,,,,,,,,
LQDA,,,,,,,,,,,,,,,,,,
ORTX,,,,,,,,,,,,,,,,,,
LUNA,,,,,,,,,,,,,,,,,,
CCEP,,,,,,,,,,,,,,,,,,
CSTE,,,,,,,,,,,,,,,,,,
SIBN,,,,,,,,,,,,,,,,,,
RILYK,,,,,,,,,,,,,,,,,,
WETG,,,,,,,,,,,,,,,,,,
CRNX,,,,,,,,,,,,,,,,,,
CRCT,,,,,,,,,,,,,,,,,,
RMNI,,,,,,,,,,,,,,,,,,
FDBC,,,,,,,,,,,,,,,,,,
VSDA,,,,,,,,,,,,,,,,,,
AVPT,,,,,,,,,,,,,,,,,,
TELA,,,,,,,,,,,,,,,,,,
WORX,,,,,,,,,,,,,,,,,,
PLL,,,,,,,,,,,,,,,,,,
EPOW,,,,,,,,,,,,,,,,,,
LIFWZ,,,,,,,,,,,,,,,,,,
TRMD,,,,,,,,,,,,,,,,,,
MIRM,,,,,,,,,,,,,,,,,,
WCLD,,,,,,,,,,,,,,,,,,
FFIC,,,,,,,,,,,,,,,,,,
AVGR,,,,,,,,,,,,,,,,,,
ESSA,,,,,,,,,,,,,,,,,,
Z,,,,,,,,,,,,,,,,,,
MNST,,,,,,,,,,,,,,,,,,
IDEX,,,,,,,,,,,,,,,,,,
DTOCU,,,,,,,,,,,,,,,,,,
SCRMU,,,,,,,,,,,,,,,,,,
BSCO,,,,,,,,,,,,,,,,,,
ANEB,,,,,,,,,,,,,,,,,,
GGLL,,,,,,,,,,,,,,,,,,
SINT,,,,,,,,,,,,,,,,,,
CPSI,,,,,,,,,,,,,,,,,,
MNPR,,,,,,,,,,,,,,,,,,
HLP,,,,,,,,,,,,,,,,,,
MESO,,,,,,,,,,,,,,,,,,
IVDA,,,,,,,,,,,,,,,,,,
PDD,,,,,,,,,,,,,,,,,,
SNCRL,,,,,,,,,,,,,,,,,,
ESTA,,,,,,,,,,,,,,,,,,
KALV,,,,,,,,,,,,,,,,,,
ADSE,,,,,,,,,,,,,,,,,,
FUNC,,,,,,,,,,,,,,,,,,
BTWNU,,,,,,,,,,,,,,,,,,
RENEU,,,,,,,,,,,,,,,,,,
FRLN,,,,,,,,,,,,,,,,,,
PLTNU,,,,,,,,,,,,,,,,,,
TANH,,,,,,,,,,,,,,,,,,
UFCS,,,,,,,,,,,,,,,,,,
CMPO,,,,,,,,,,,,,,,,,,
PETV,,,,,,,,,,,,,,,,,,
LASR,,,,,,,,,,,,,,,,,,
SEIC,,,,,,,,,,,,,,,,,,
BLZE,,,,,,,,,,,,,,,,,,
SLGL,,,,,,,,,,,,,,,,,,
FNCH,,,,,,,,,,,,,,,,,,
BANR,,,,,,,,,,,,,,,,,,
MTSI,,,,,,,,,,,,,,,,,,
BULD,,,,,,,,,,,,,,,,,,
NBST,,,,,,,,,,,,,,,,,,
MEKA,,,,,,,,,,,,,,,,,,
EDRY,,,,,,,,,,,,,,,,,,
VTRS,,,,,,,,,,,,,,,,,,
IBTI,,,,,,,,,,,,,,,,,,
WGRO,,,,,,,,,,,,,,,,,,
TSLA,,,,,,,,,,,,,,,,,,
PXLW,,,,,,,,,,,,,,,,,,
RARE,,,,,,,,,,,,,,,,,,
SOLO,,,,,,,,,,,,,,,,,,
CDW,,,,,,,,,,,,,,,,,,
SGHT,,,,,,,,,,,,,,,,,,
CEAD,,,,,,,,,,,,,,,,,,
ZNTL,,,,,,,,,,,,,,,,,,
IONM,,,,,,,,,,,,,,,,,,
HGEN,,,,,,,,,,,,,,,,,,
SOFI,,,,,,,,,,,,,,,,,,
TSBK,,,,,,,,,,,,,,,,,,
HOFV,,,,,,,,,,,,,,,,,,
BFRI,,,,,,,,,,,,,,,,,,
DVAX,,,,,,,,,,,,,,,,,,
ALPAU,,,,,,,,,,,,,,,,,,
LECO,,,,,,,,,,,,,,,,,,
CTG,,,,,,,,,,,,,,,,,,
LZRD,,,,,,,,,,,,,,,,,,
MTC,,,,,,,,,,,,,,,,,,
CDC,,,,,,,,,,,,,,,,,,
CHSCO,,,,,,,,,,,,,,,,,,
MGNX,,,,,,,,,,,,,,,,,,
MRAI,,,,,,,,,,,,,,,,,,
ALPN,,,,,,,,,,,,,,,,,,
SWBI,,,,,,,,,,,,,,,,,,
ALCO,,,,,,,,,,,,,,,,,,
IBTL,,,,,,,,,,,,,,,,,,
TAOP,,,,,,,,,,,,,,,,,,
JAGX,,,,,,,,,,,,,,,,,,
CBIO,,,,,,,,,,,,,,,,,,
TWEB,,,,,,,,,,,,,,,,,,
MAQCU,,,,,,,,,,,,,,,,,,
CTIC,,,,,,,,,,,,,,,,,,
GAIA,,,,,,,,,,,,,,,,,,
SMCP,,,,,,,,,,,,,,,,,,
VR,,,,,,,,,,,,,,,,,,
GECCO,,,,,,,,,,,,,,,,,,
STRA,,,,,,,,,,,,,,,,,,
MDNA,,,,,,,,,,,,,,,,,,
HUIZ,,,,,,,,,,,,,,,,,,
CMAX,,,,,,,,,,,,,,,,,,
DAIO,,,,,,,,,,,,,,,,,,
SMCI,,,,,,,,,,,,,,,,,,
RBBN,,,,,,,,,,,,,,,,,,
MCHP,,,,,,,,,,,,,,,,,,
GEG,,,,,,,,,,,,,,,,,,
WINVU,,,,,,,,,,,,,,,,,,
DADA,,,,,,,,,,,,,,,,,,
PYPD,,,,,,,,,,,,,,,,,,
HYZD,,,,,,,,,,,,,,,,,,
PDFS,,,,,,,,,,,,,,,,,,
TOI,,,,,,,,,,,,,,,,,,
BAOS,,,,,,,,,,,,,,,,,,
STHO,,,,,,,,,,,,,,,,,,
UFO,,,,,,,,,,,,,,,,,,
SHCR,,,,,,,,,,,,,,,,,,
TOP,,,,,,,,,,,,,,,,,,
BYFC,,,,,,,,,,,,,,,,,,
NZRO,,,,,,,,,,,,,,,,,,
BSMN,,,,,,,,,,,,,,,,,,
TECH,,,,,,,,,,,,,,,,,,
PNT,,,,,,,,,,,,,,,,,,
ADEA,,,,,,,,,,,,,,,,,,
AEPPZ,,,,,,,,,,,,,,,,,,
GLTO,,,,,,,,,,,,,,,,,,
ANSS,,,,,,,,,,,,,,,,,,
NVEI,,,,,,,,,,,,,,,,,,
SWEB,,,,,,,,,,,,,,,,,,
RIGL,,,,,,,,,,,,,,,,,,
HSIC,,,,,,,,,,,,,,,,,,
CARZ,,,,,,,,,,,,,,,,,,
WOOD,,,,,,,,,,,,,,,,,,
IMPP,,,,,,,,,,,,,,,,,,
MCBS,,,,,,,,,,,,,,,,,,
ATAKU,,,,,,,,,,,,,,,,,,
ME,,,,,,,,,,,,,,,,,,
SOCL,,,,,,,,,,,,,,,,,,
WEST,,,,,,,,,,,,,,,,,,
ITCI,,,,,,,,,,,,,,,,,,
WWACU,,,,,,,,,,,,,,,,,,
GRFS,,,,,,,,,,,,,,,,,,
CCCS,,,,,,,,,,,,,,,,,,
MRSN,,,,,,,,,,,,,,,,,,
PKW,,,,,,,,,,,,,,,,,,
BEAT,,,,,,,,,,,,,,,,,,
WING,,,,,,,,,,,,,,,,,,
KALA,,,,,,,,,,,,,,,,,,
ODFL,,,,,,,,,,,,,,,,,,
FTAIN,,,,,,,,,,,,,,,,,,
USVN,,,,,,,,,,,,,,,,,,
MITAU,,,,,,,,,,,,,,,,,,
YELL,,,,,,,,,,,,,,,,,,
RAND,,,,,,,,,,,,,,,,,,
LINC,,,,,,,,,,,,,,,,,,
PEZ,,,,,,,,,,,,,,,,,,
ROSEU,,,,,,,,,,,,,,,,,,
SGEN,,,,,,,,,,,,,,,,,,
TPIC,,,,,,,,,,,,,,,,,,
TMC,,,,,,,,,,,,,,,,,,
WISA,,,,,,,,,,,,,,,,,,
CPHC,,,,,,,,,,,,,,,,,,
CRVS,,,,,,,,,,,,,,,,,,
SWSSU,,,,,,,,,,,,,,,,,,
CTIB,,,,,,,,,,,,,,,,,,
KELYB,,,,,,,,,,,,,,,,,,
NBTB,,,,,,,,,,,,,,,,,,
IRBT,,,,,,,,,,,,,,,,,,
HTZ,,,,,,,,,,,,,,,,,,
TCFC,,,,,,,,,,,,,,,,,,
AGRX,,,,,,,,,,,,,,,,,,
MEOH,,,,,,,,,,,,,,,,,,
FRGI,,,,,,,,,,,,,,,,,,
ESLT,,,,,,,,,,,,,,,,,,
BTF,,,,,,,,,,,,,,,,,,
CBRGU,,,,,,,,,,,,,,,,,,
ARIZU,,,,,,,,,,,,,,,,,,
SRCL,,,,,,,,,,,,,,,,,,
